name,description,temp,tempf,humidity,visibility,windspeed,clouds,time,sunrise,sunset
Rochdale,broken clouds,9.11,8.6,95,10000,1.53,83,03-18-2023 07:30,06:17:01,18:16:36
Rochdale,overcast clouds,9.32,8.85,93,10000,1.52,88,03-18-2023 08:00,06:17:01,18:16:36
Rochdale,light rain,9.4,8.94,95,10000,1.52,88,03-18-2023 08:30,06:17:01,18:16:36
Rochdale,overcast clouds,9.85,9.85,92,10000,0.45,91,03-18-2023 08:59,06:17:01,18:16:36
Rochdale,overcast clouds,10.02,9.61,97,10000,1.81,91,03-18-2023 09:29,06:17:01,18:16:36
Rochdale,overcast clouds,10.83,10.37,92,10000,1.7,93,03-18-2023 09:59,06:17:01,18:16:36
Rochdale,overcast clouds,11.19,10.71,90,10000,1.7,93,03-18-2023 10:30,06:17:01,18:16:36
Rochdale,overcast clouds,11.41,10.93,89,10000,1.68,95,03-18-2023 10:59,06:17:01,18:16:36
Rochdale,overcast clouds,11.33,10.95,93,10000,1.68,95,03-18-2023 11:30,06:17:01,18:16:36
Rochdale,overcast clouds,11.62,11.21,91,10000,1.31,94,03-18-2023 11:59,06:17:01,18:16:36
Rochdale,light rain,11.95,11.63,93,10000,1.31,94,03-18-2023 12:29,06:17:01,18:16:36
Rochdale,overcast clouds,11.32,10.88,91,10000,1.05,100,03-18-2023 12:59,06:17:01,18:16:36
Rochdale,overcast clouds,11.95,11.58,91,10000,1.05,100,03-18-2023 13:30,06:17:01,18:16:36
Rochdale,overcast clouds,12.04,11.57,87,10000,1.04,100,03-18-2023 13:59,06:17:01,18:16:36
Rochdale,light rain,11.83,11.21,82,10000,1.04,100,03-18-2023 14:29,06:17:01,18:16:36
Rochdale,light rain,12.06,11.51,84,10000,1.26,99,03-18-2023 14:59,06:17:01,18:16:36
Rochdale,overcast clouds,11.58,11.14,90,10000,1.26,99,03-18-2023 15:30,06:17:01,18:16:36
Rochdale,overcast clouds,11.9,11.5,90,10000,1.35,99,03-18-2023 15:59,06:17:01,18:16:36
Rochdale,overcast clouds,11.87,11.23,81,10000,1.35,99,03-18-2023 16:29,06:17:01,18:16:36
Rochdale,overcast clouds,11.42,10.73,81,10000,0.45,97,03-18-2023 16:59,06:17:01,18:16:36
Rochdale,overcast clouds,10.92,10.23,83,10000,0.45,97,03-18-2023 17:29,06:17:01,18:16:36
Rochdale,broken clouds,10.46,9.78,85,10000,0.45,78,03-18-2023 17:59,06:17:01,18:16:36
Rochdale,broken clouds,9.98,8.38,87,10000,3.2,78,03-18-2023 18:29,06:17:01,18:16:36
Rochdale,light rain,9.44,9.44,90,10000,0.45,90,03-18-2023 18:59,06:17:01,18:16:36
Rochdale,overcast clouds,8.89,8.89,90,10000,0.89,90,03-18-2023 19:29,06:17:01,18:16:36
Rochdale,overcast clouds,7.66,7.66,91,9257,0.89,95,03-18-2023 19:59,06:17:01,18:16:36
Rochdale,overcast clouds,7.32,6.79,91,9257,1.34,95,03-18-2023 20:29,06:17:01,18:16:36
Rochdale,light rain,6.9,6.32,89,10000,1.34,97,03-18-2023 20:59,06:17:01,18:16:36
Rochdale,light rain,6.7,5.56,89,10000,1.79,97,03-18-2023 21:29,06:17:01,18:16:36
Rochdale,overcast clouds,6.55,5.92,88,10000,1.34,93,03-18-2023 21:59,06:17:01,18:16:36
Rochdale,overcast clouds,6.22,6.22,87,10000,0.89,93,03-18-2023 22:29,06:17:01,18:16:36
Rochdale,overcast clouds,6.23,4.58,87,10000,2.24,85,03-18-2023 22:59,06:17:01,18:16:36
Rochdale,overcast clouds,5.87,5.15,88,10000,1.34,85,03-18-2023 23:29,06:17:01,18:16:36
Rochdale,broken clouds,6.08,5.39,88,10000,1.34,77,03-18-2023 23:59,06:17:01,18:16:36
Rochdale,broken clouds,5.94,5.23,88,10000,1.34,77,03-19-2023 00:29,06:14:34,18:18:27
Rochdale,scattered clouds,6.06,5.37,88,10000,1.34,33,03-19-2023 00:59,06:14:34,18:18:27
Rochdale,scattered clouds,5.79,5.79,89,10000,0.45,33,03-19-2023 01:29,06:14:34,18:18:27
Rochdale,broken clouds,5.68,5.68,89,10000,0.89,60,03-19-2023 01:59,06:14:34,18:18:27
Rochdale,broken clouds,5.7,5.7,89,10000,0.45,60,03-19-2023 02:29,06:14:34,18:18:27
Rochdale,broken clouds,5.68,5.68,89,10000,0.89,74,03-19-2023 02:59,06:14:34,18:18:27
Rochdale,broken clouds,5.68,1.81,90,10000,5.86,74,03-19-2023 03:29,06:14:34,18:18:27
Rochdale,broken clouds,5.78,5.78,90,10000,0.45,80,03-19-2023 03:59,06:14:34,18:18:27
Rochdale,broken clouds,5.61,2.04,91,10000,5.12,80,03-19-2023 04:29,06:14:34,18:18:27
Rochdale,broken clouds,5.59,1.99,92,10000,5.18,84,03-19-2023 04:59,06:14:34,18:18:27
Rochdale,broken clouds,5.73,5.73,92,10000,0.45,84,03-19-2023 05:29,06:14:34,18:18:27
Rochdale,broken clouds,5.89,5.89,92,10000,0.89,83,03-19-2023 05:59,06:14:34,18:18:27
Rochdale,broken clouds,5.88,5.88,93,10000,0.89,83,03-19-2023 06:29,06:14:34,18:18:27
Rochdale,broken clouds,5.99,3.35,93,10000,3.53,80,03-19-2023 07:00,06:14:34,18:18:27
Rochdale,broken clouds,6.15,6.15,93,10000,0.45,80,03-19-2023 07:30,06:14:34,18:18:27
Rochdale,broken clouds,6.34,6.34,91,10000,0.45,80,03-19-2023 08:00,06:14:34,18:18:27
Rochdale,broken clouds,6.79,3.81,91,10000,4.49,80,03-19-2023 08:30,06:14:34,18:18:27
Rochdale,broken clouds,7.32,7.32,88,10000,0.45,82,03-19-2023 09:00,06:14:34,18:18:27
Rochdale,broken clouds,7.54,7.54,85,10000,0.45,82,03-19-2023 09:30,06:14:34,18:18:27
Rochdale,broken clouds,7.91,7.91,82,10000,0.89,82,03-19-2023 10:00,06:14:34,18:18:27
Rochdale,overcast clouds,8.12,8.12,80,10000,0.45,85,03-19-2023 10:30,06:14:34,18:18:27
Rochdale,overcast clouds,8.19,8.19,78,10000,0.89,85,03-19-2023 10:59,06:14:34,18:18:27
Rochdale,overcast clouds,8.32,8.32,76,10000,0.89,85,03-19-2023 11:29,06:14:34,18:18:27
Rochdale,broken clouds,8.51,8.51,76,10000,0.45,74,03-19-2023 11:59,06:14:34,18:18:27
Rochdale,broken clouds,8.63,8.63,75,10000,0.45,74,03-19-2023 12:29,06:14:34,18:18:27
Rochdale,overcast clouds,8.72,5.81,74,10000,5.46,100,03-19-2023 12:59,06:14:34,18:18:27
Rochdale,overcast clouds,8.84,8.84,72,10000,0.45,100,03-19-2023 13:29,06:14:34,18:18:27
Rochdale,overcast clouds,8.99,8.99,73,10000,0.45,100,03-19-2023 13:59,06:14:34,18:18:27
Rochdale,overcast clouds,8.81,8.81,75,10000,0.45,100,03-19-2023 14:29,06:14:34,18:18:27
Rochdale,overcast clouds,8.94,8.94,75,10000,0.45,100,03-19-2023 14:59,06:14:34,18:18:27
Rochdale,overcast clouds,8.93,6.16,75,10000,5.24,100,03-19-2023 15:29,06:14:34,18:18:27
Rochdale,overcast clouds,8.57,5.95,77,10000,4.65,99,03-19-2023 15:59,06:14:34,18:18:27
Rochdale,overcast clouds,8.51,5.87,76,10000,4.65,99,03-19-2023 16:29,06:14:34,18:18:27
Rochdale,overcast clouds,8.42,8.42,75,10000,0.45,100,03-19-2023 16:59,06:14:34,18:18:27
Rochdale,overcast clouds,8.17,5.81,75,10000,3.89,100,03-19-2023 17:29,06:14:34,18:18:27
Rochdale,overcast clouds,7.98,6.16,77,10000,2.88,100,03-19-2023 17:59,06:14:34,18:18:27
Rochdale,overcast clouds,7.72,5.85,78,10000,2.88,100,03-19-2023 18:29,06:14:34,18:18:27
Rochdale,overcast clouds,7.66,7.66,80,10000,1.15,91,03-19-2023 18:59,06:14:34,18:18:27
Rochdale,overcast clouds,7.43,7.43,81,10000,1.15,91,03-19-2023 19:29,06:14:34,18:18:27
Rochdale,overcast clouds,7.33,6.8,82,10000,1.34,95,03-19-2023 19:59,06:14:34,18:18:27
Rochdale,light rain,7.13,6.58,82,10000,1.34,95,03-19-2023 20:29,06:14:34,18:18:27
Rochdale,overcast clouds,6.85,5.55,90,10000,1.97,97,03-19-2023 20:59,06:14:34,18:18:27
Rochdale,light rain,6.62,5.28,91,10000,1.97,97,03-19-2023 21:29,06:14:34,18:18:27
Rochdale,light rain,6.42,4.54,89,10000,2.55,98,03-19-2023 21:59,06:14:34,18:18:27
Rochdale,overcast clouds,6.29,6.29,85,10000,0.45,98,03-19-2023 22:29,06:14:34,18:18:27
Rochdale,light rain,5.92,5.92,89,10000,0.45,98,03-19-2023 22:59,06:14:34,18:18:27
Rochdale,overcast clouds,5.81,5.08,91,10000,1.34,98,03-19-2023 23:29,06:14:34,18:18:27
Rochdale,light rain,5.58,4.82,93,10000,1.34,98,03-19-2023 23:59,06:14:34,18:18:27
Rochdale,light rain,5.59,4.83,93,10000,1.34,98,03-20-2023 00:29,06:12:07,18:20:17
Rochdale,light rain,5.59,5.59,94,10000,0.89,100,03-20-2023 00:59,06:12:07,18:20:17
Rochdale,overcast clouds,5.62,5.62,93,10000,0.89,100,03-20-2023 01:29,06:12:07,18:20:17
Rochdale,light rain,6,5.3,94,10000,1.34,100,03-20-2023 01:59,06:12:07,18:20:17
Rochdale,light rain,6.02,6.02,94,10000,0.89,100,03-20-2023 02:29,06:12:07,18:20:17
Rochdale,light rain,6.07,5.38,94,5444,1.34,100,03-20-2023 02:59,06:12:07,18:20:17
Rochdale,moderate rain,6.15,6.15,94,5444,0.89,100,03-20-2023 03:29,06:12:07,18:20:17
Rochdale,heavy intensity rain,6.36,6.36,94,3489,0.89,100,03-20-2023 03:59,06:12:07,18:20:17
Rochdale,light rain,6.63,6.63,92,3489,0.89,100,03-20-2023 04:29,06:12:07,18:20:17
Rochdale,light rain,6.74,6.74,92,547,0.45,100,03-20-2023 04:59,06:12:07,18:20:17
Rochdale,light rain,6.91,6.91,92,547,0.45,100,03-20-2023 05:29,06:12:07,18:20:17
Rochdale,light rain,7.1,7.1,94,599,0.45,100,03-20-2023 05:59,06:12:07,18:20:17
Rochdale,light rain,7.29,7.29,94,599,0.45,100,03-20-2023 06:29,06:12:07,18:20:17
Rochdale,light rain,7.65,7.65,95,2322,0.45,100,03-20-2023 06:59,06:12:07,18:20:17
Rochdale,light rain,7.69,7.69,95,2322,0.45,100,03-20-2023 07:29,06:12:07,18:20:17
Rochdale,overcast clouds,8.15,6.5,95,7402,2.69,100,03-20-2023 08:00,06:12:07,18:20:17
Rochdale,light rain,8.47,8.47,95,7402,0.45,100,03-20-2023 08:30,06:12:07,18:20:17
Rochdale,light rain,8.85,7.4,95,3268,2.58,100,03-20-2023 09:00,06:12:07,18:20:17
Rochdale,overcast clouds,9.32,7.96,96,3268,2.58,100,03-20-2023 09:30,06:12:07,18:20:17
Rochdale,light rain,9.71,9.71,96,7448,0.45,100,03-20-2023 10:00,06:12:07,18:20:17
Rochdale,overcast clouds,10.1,9.65,95,7448,0.45,100,03-20-2023 10:29,06:12:07,18:20:17
Rochdale,overcast clouds,10.51,10.1,95,8496,2.86,100,03-20-2023 11:00,06:12:07,18:20:17
Rochdale,light rain,10.88,10.48,94,8496,2.86,100,03-20-2023 11:29,06:12:07,18:20:17
Rochdale,overcast clouds,11.41,11.01,92,10000,3.21,100,03-20-2023 12:00,06:12:07,18:20:17
Rochdale,overcast clouds,11.86,11.48,91,10000,0.45,100,03-20-2023 12:29,06:12:07,18:20:17
Rochdale,overcast clouds,12.2,11.83,90,10000,3.38,100,03-20-2023 12:59,06:12:07,18:20:17
Rochdale,overcast clouds,12.71,12.23,84,10000,3.38,100,03-20-2023 13:29,06:12:07,18:20:17
Rochdale,overcast clouds,12.69,12.34,89,10000,4.02,100,03-20-2023 13:59,06:12:07,18:20:17
Rochdale,overcast clouds,13.21,12.86,87,10000,4.02,100,03-20-2023 14:29,06:12:07,18:20:17
Rochdale,overcast clouds,13.3,12.91,85,10000,0.89,100,03-20-2023 14:59,06:12:07,18:20:17
Rochdale,overcast clouds,13.66,13.22,82,10000,0.89,100,03-20-2023 15:29,06:12:07,18:20:17
Rochdale,overcast clouds,13.52,12.99,79,10000,0.45,100,03-20-2023 15:59,06:12:07,18:20:17
Rochdale,overcast clouds,13.44,12.93,80,10000,3.28,100,03-20-2023 16:29,06:12:07,18:20:17
Rochdale,overcast clouds,13.22,12.71,81,10000,0.45,100,03-20-2023 16:59,06:12:07,18:20:17
Rochdale,light rain,12.88,12.36,82,10000,3.53,100,03-20-2023 17:29,06:12:07,18:20:17
Rochdale,light rain,12.42,11.91,84,10000,0.45,100,03-20-2023 17:59,06:12:07,18:20:17
Rochdale,light rain,11.95,11.5,88,10000,0.89,100,03-20-2023 18:29,06:12:07,18:20:17
Rochdale,moderate rain,11.62,11.21,91,10000,0.89,100,03-20-2023 19:29,06:12:07,18:20:17
Rochdale,light rain,11.59,11.21,92,6569,1.34,100,03-20-2023 19:58,06:12:07,18:20:17
Rochdale,light rain,9.9,9.71,91,8889,1.34,100,03-21-2023 00:29,06:09:40,18:22:07
Rochdale,light rain,9.65,9.65,92,5247,0.89,100,03-21-2023 00:59,06:09:40,18:22:07
Rochdale,light rain,9.4,8.68,92,5247,1.79,100,03-21-2023 01:29,06:09:40,18:22:07
Rochdale,light rain,9.38,8.65,92,10000,1.79,100,03-21-2023 01:59,06:09:40,18:22:07
Rochdale,overcast clouds,9.36,9.36,92,10000,0.89,100,03-21-2023 02:29,06:09:40,18:22:07
Rochdale,overcast clouds,9.2,8.92,92,6270,1.34,100,03-21-2023 02:59,06:09:40,18:22:07
Rochdale,overcast clouds,9.08,9.08,92,6270,0.89,100,03-21-2023 03:29,06:09:40,18:22:07
Rochdale,overcast clouds,9.08,9.08,93,10000,0.89,100,03-21-2023 03:59,06:09:40,18:22:07
Rochdale,overcast clouds,9.08,9.08,93,10000,0.45,100,03-21-2023 04:29,06:09:40,18:22:07
Rochdale,overcast clouds,9.03,8.72,93,10000,1.34,100,03-21-2023 04:59,06:09:40,18:22:07
Rochdale,overcast clouds,9.01,9.01,93,10000,0.89,100,03-21-2023 05:30,06:09:40,18:22:07
Rochdale,overcast clouds,9.15,9.15,92,10000,0.89,100,03-21-2023 06:00,06:09:40,18:22:07
Rochdale,overcast clouds,9.1,8.8,92,10000,1.34,100,03-21-2023 06:30,06:09:40,18:22:07
Rochdale,overcast clouds,9.15,8.86,92,10000,1.34,100,03-21-2023 07:00,06:09:40,18:22:07
Rochdale,overcast clouds,9.31,6.95,92,10000,4.46,100,03-21-2023 07:30,06:09:40,18:22:07
Rochdale,overcast clouds,9.37,9.11,97,10000,1.34,100,03-21-2023 08:00,06:09:40,18:22:07
Rochdale,overcast clouds,9.67,8.99,91,10000,1.79,100,03-21-2023 08:30,06:09:40,18:22:07
Rochdale,overcast clouds,9.98,9.35,90,10000,1.79,91,03-21-2023 09:00,06:09:40,18:22:07
Rochdale,light rain,10.36,9.78,89,10000,1.79,91,03-21-2023 09:30,06:09:40,18:22:07
Rochdale,overcast clouds,10.59,10.03,89,10000,0.89,98,03-21-2023 10:00,06:09:40,18:22:07
Rochdale,overcast clouds,10.79,10.41,95,10000,0.89,98,03-21-2023 10:30,06:09:40,18:22:07
Rochdale,overcast clouds,11.48,10.88,84,10000,1.79,98,03-21-2023 10:59,06:09:40,18:22:07
Rochdale,overcast clouds,11.24,10.53,81,10000,1.34,98,03-21-2023 11:29,06:09:40,18:22:07
Rochdale,overcast clouds,11.48,10.82,82,10000,1.79,98,03-21-2023 11:59,06:09:40,18:22:07
Rochdale,overcast clouds,10.98,10.51,91,10000,1.79,98,03-21-2023 12:29,06:09:40,18:22:07
Rochdale,overcast clouds,11.89,11.25,81,10000,0.89,100,03-21-2023 12:59,06:09:40,18:22:07
Rochdale,overcast clouds,12.1,11.43,79,10000,1.34,100,03-21-2023 13:29,06:09:40,18:22:07
Rochdale,overcast clouds,12.62,11.87,74,10000,7.38,88,03-21-2023 13:59,06:09:40,18:22:07
Rochdale,overcast clouds,11.72,11.09,82,10000,0.89,88,03-21-2023 14:29,06:09:40,18:22:07
Rochdale,overcast clouds,11.82,11.12,79,10000,1.79,92,03-21-2023 14:59,06:09:40,18:22:07
Rochdale,overcast clouds,11.87,11.28,83,10000,1.34,92,03-21-2023 15:29,06:09:40,18:22:07
Rochdale,overcast clouds,11.67,10.85,75,10000,1.79,91,03-21-2023 15:59,06:09:40,18:22:07
Rochdale,overcast clouds,11.4,10.61,77,10000,2.68,91,03-21-2023 16:29,06:09:40,18:22:07
Rochdale,overcast clouds,11.03,10.17,76,10000,1.79,87,03-21-2023 16:59,06:09:40,18:22:07
Rochdale,overcast clouds,10.75,9.87,76,10000,0.89,87,03-21-2023 17:29,06:09:40,18:22:07
Rochdale,light rain,10.5,9.62,77,10000,0.45,89,03-21-2023 17:59,06:09:40,18:22:07
Rochdale,moderate rain,10.31,9.49,80,10000,0.89,89,03-21-2023 18:29,06:09:40,18:22:07
Rochdale,moderate rain,9.77,9.77,84,10000,0.89,100,03-21-2023 18:59,06:09:40,18:22:07
Rochdale,moderate rain,9.38,9.38,86,10000,0.89,100,03-21-2023 19:29,06:09:40,18:22:07
Rochdale,moderate rain,9.14,8.85,87,10000,1.34,100,03-21-2023 19:59,06:09:40,18:22:07
Rochdale,moderate rain,8.77,7.95,89,10000,1.79,100,03-21-2023 20:29,06:09:40,18:22:07
Rochdale,moderate rain,8.59,7.74,90,10000,1.79,100,03-21-2023 20:59,06:09:40,18:22:07
Rochdale,moderate rain,8.43,7.56,91,10000,1.79,100,03-21-2023 21:29,06:09:40,18:22:07
Rochdale,moderate rain,8.48,8.1,90,10000,1.34,100,03-21-2023 21:59,06:09:40,18:22:07
Rochdale,light rain,8.64,8.28,90,10000,1.34,100,03-21-2023 22:29,06:09:40,18:22:07
Rochdale,overcast clouds,8.66,7.82,90,10000,1.79,100,03-21-2023 22:59,06:09:40,18:22:07
Rochdale,light rain,9.19,8.43,89,10000,1.79,100,03-21-2023 23:29,06:09:40,18:22:07
Rochdale,overcast clouds,9.22,8.47,88,10000,1.79,100,03-21-2023 23:59,06:09:40,18:22:07
Rochdale,light rain,9.43,8.34,83,10000,2.24,100,03-22-2023 00:29,06:07:12,18:23:57
Rochdale,overcast clouds,9.42,8.33,83,10000,2.24,100,03-22-2023 00:59,06:07:12,18:23:57
Rochdale,light rain,9.58,8.89,83,10000,1.79,100,03-22-2023 01:29,06:07:12,18:23:57
Rochdale,light rain,9.52,8.13,84,10000,2.68,100,03-22-2023 01:59,06:07:12,18:23:57
Rochdale,light rain,9.41,8.31,87,10000,2.24,100,03-22-2023 02:29,06:07:12,18:23:57
Rochdale,light rain,9.39,8.29,88,10000,2.24,100,03-22-2023 02:59,06:07:12,18:23:57
Rochdale,overcast clouds,9.64,8.58,89,10000,2.24,100,03-22-2023 03:29,06:07:12,18:23:57
Rochdale,light rain,9.68,9.68,88,10000,0.89,100,03-22-2023 03:59,06:07:12,18:23:57
Rochdale,overcast clouds,10.08,9.44,88,10000,1.34,100,03-22-2023 04:29,06:07:12,18:23:57
Rochdale,overcast clouds,10.08,9.44,88,10000,1.79,100,03-22-2023 04:59,06:07:12,18:23:57
Rochdale,overcast clouds,9.73,9.73,85,10000,0.89,100,03-22-2023 05:29,06:07:12,18:23:57
Rochdale,overcast clouds,9.23,8.1,80,10000,2.24,100,03-22-2023 05:59,06:07:12,18:23:57
Rochdale,overcast clouds,8.66,7.82,78,10000,1.79,100,03-22-2023 06:29,06:07:12,18:23:57
Rochdale,few clouds,7.62,6.62,83,10000,1.79,21,03-22-2023 06:59,06:07:12,18:23:57
Rochdale,few clouds,7.6,7.11,76,10000,1.34,21,03-22-2023 07:29,06:07:12,18:23:57
Rochdale,few clouds,8.17,4.62,67,10000,6.91,14,03-22-2023 07:59,06:07:12,18:23:57
Rochdale,few clouds,8.41,8.41,73,10000,0.89,14,03-22-2023 08:29,06:07:12,18:23:57
Rochdale,clear sky,9.03,8.72,71,10000,1.34,10,03-22-2023 08:59,06:07:12,18:23:57
Rochdale,clear sky,9.35,9.09,69,10000,1.34,10,03-22-2023 09:29,06:07:12,18:23:57
Rochdale,clear sky,9.86,9.21,69,10000,1.79,7,03-22-2023 09:59,06:07:12,18:23:57
Rochdale,clear sky,9.98,9.8,75,10000,1.34,7,03-22-2023 10:29,06:07:12,18:23:57
Rochdale,clear sky,10.6,9.31,61,10000,1.79,6,03-22-2023 10:59,06:07:12,18:23:57
Rochdale,clear sky,10.72,9.57,66,10000,1.34,6,03-22-2023 11:29,06:07:12,18:23:57
Rochdale,clear sky,11.73,10.39,55,10000,2.24,4,03-22-2023 11:59,06:07:12,18:23:57
Rochdale,clear sky,12.35,11.02,53,10000,1.79,4,03-22-2023 12:29,06:07:12,18:23:57
Rochdale,broken clouds,12.42,11.15,55,10000,2.24,80,03-22-2023 12:59,06:07:12,18:23:57
Rochdale,broken clouds,12.28,11.05,57,10000,0.89,80,03-22-2023 13:29,06:07:12,18:23:57
Rochdale,overcast clouds,11.77,10.57,60,10000,0.89,90,03-22-2023 13:59,06:07:12,18:23:57
Rochdale,overcast clouds,12.32,11.17,60,10000,1.34,90,03-22-2023 14:30,06:07:12,18:23:57
Rochdale,overcast clouds,12.56,11.96,80,10000,6.9,93,03-22-2023 15:00,06:07:12,18:23:57
Rochdale,overcast clouds,12.49,11.88,80,10000,6.9,93,03-22-2023 15:30,06:07:12,18:23:57
Rochdale,broken clouds,12.34,11.46,70,10000,1.34,79,03-22-2023 16:00,06:07:12,18:23:57
Rochdale,broken clouds,12.56,11.65,68,10000,2.24,71,03-22-2023 16:30,06:07:12,18:23:57
Rochdale,broken clouds,12.03,11.12,70,10000,1.34,71,03-22-2023 17:00,06:07:12,18:23:57
Rochdale,broken clouds,11.85,10.79,65,10000,0.89,71,03-22-2023 17:30,06:07:12,18:23:57
Rochdale,broken clouds,11.24,10.46,78,10000,5.98,68,03-22-2023 17:59,06:07:12,18:23:57
Rochdale,broken clouds,10.77,9.91,77,10000,5.98,68,03-22-2023 18:30,06:07:12,18:23:57
Rochdale,overcast clouds,10.5,9.49,72,10000,1.79,100,03-22-2023 18:59,06:07:12,18:23:57
Rochdale,overcast clouds,10.33,9.48,79,10000,1.79,100,03-22-2023 19:30,06:07:12,18:23:57
Rochdale,light rain,10.13,9.29,80,10000,1.79,97,03-22-2023 20:00,06:07:12,18:23:57
Rochdale,overcast clouds,9.3,9.03,80,10000,1.34,97,03-22-2023 20:29,06:07:12,18:23:57
Rochdale,overcast clouds,9.14,8.85,81,10000,1.34,97,03-22-2023 21:00,06:07:12,18:23:57
Rochdale,overcast clouds,9.09,8.79,83,10000,1.34,97,03-22-2023 21:29,06:07:12,18:23:57
Rochdale,light rain,8.96,8.96,84,10000,0.89,98,03-22-2023 21:59,06:07:12,18:23:57
Rochdale,overcast clouds,8.48,7.61,85,10000,1.79,98,03-22-2023 22:29,06:07:12,18:23:57
Rochdale,light rain,8.22,7.81,86,10000,1.34,98,03-22-2023 22:59,06:07:12,18:23:57
Rochdale,overcast clouds,8.01,8.01,87,10000,0.89,98,03-22-2023 23:29,06:07:12,18:23:57
Rochdale,overcast clouds,7.87,7.87,88,10000,0.89,99,03-22-2023 23:59,06:07:12,18:23:57
Rochdale,overcast clouds,7.57,7.07,86,10000,1.34,99,03-23-2023 00:29,06:04:45,18:25:47
Rochdale,broken clouds,7.42,7.42,91,10000,0.89,72,03-23-2023 00:59,06:04:45,18:25:47
Rochdale,broken clouds,7.2,7.2,88,10000,0.89,72,03-23-2023 01:29,06:04:45,18:25:47
Rochdale,broken clouds,6.86,6.86,88,10000,0.45,80,03-23-2023 01:59,06:04:45,18:25:47
Rochdale,broken clouds,6.78,6.78,83,10000,0.45,80,03-23-2023 02:29,06:04:45,18:25:47
